Area_Name,Date,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Santa Monica city,July,2020-07-01,2020,July,44800,8200,0.154
Santa Monica city,August,2020-08-01,2020,August,45500,7200,0.136
Santa Monica city,September,2020-09-01,2020,September,46500,6100,0.11599999999999999
Santa Paula city,March,2020-03-01,2020,March,12700,1600,0.11
Santa Paula city,April,2020-04-01,2020,April,11200,2200,0.165
Santa Paula city,May,2020-05-01,2020,May,11000,1900,0.145
Santa Paula city,June,2020-06-01,2020,June,11400,1700,0.129
Santa Paula city,July,2020-07-01,2020,July,11500,1500,0.11599999999999999
Santa Paula city,August,2020-08-01,2020,August,11600,1100,0.08900000000000001
Santa Paula city,September,2020-09-01,2020,September,11700,1100,0.08900000000000001
Santa Rosa MSA,March,2020-03-01,2020,March,247600,9500,0.037000000000000005
Santa Rosa MSA,April,2020-04-01,2020,April,212500,36100,0.145
Santa Rosa MSA,May,2020-05-01,2020,May,214900,32100,0.13
Santa Rosa MSA,June,2020-06-01,2020,June,222900,29400,0.11599999999999999
Santa Rosa MSA,July,2020-07-01,2020,July,227800,25200,0.1
Santa Rosa MSA,August,2020-08-01,2020,August,231900,18900,0.075
Santa Rosa MSA,September,2020-09-01,2020,September,232800,18100,0.07200000000000001
Santa Rosa city,March,2020-03-01,2020,March,86200,3400,0.038
Santa Rosa city,April,2020-04-01,2020,April,74000,13000,0.149
Santa Rosa city,May,2020-05-01,2020,May,74800,11800,0.136
Santa Rosa city,June,2020-06-01,2020,June,77600,10800,0.122
Santa Rosa city,July,2020-07-01,2020,July,79300,9200,0.10400000000000001
Santa Rosa city,August,2020-08-01,2020,August,80800,7000,0.08
Santa Rosa city,September,2020-09-01,2020,September,81100,6800,0.078
"Santa Rosa, CA MSA",March,2020-03-01,2020,March,249799,8926,0.034
"Santa Rosa, CA MSA",April,2020-04-01,2020,April,213354,36664,0.147
"Santa Rosa, CA MSA",May,2020-05-01,2020,May,213532,33074,0.134
"Santa Rosa, CA MSA",June,2020-06-01,2020,June,222034,28997,0.11599999999999999
"Santa Rosa, CA MSA",July,2020-07-01,2020,July,227667,24379,0.09699999999999999
"Santa Rosa, CA MSA",August,2020-08-01,2020,August,231411,19191,0.077
Santa Ynez CDP,March,2020-03-01,2020,March,2000,100,0.062
Santa Ynez CDP,April,2020-04-01,2020,April,1800,300,0.14800000000000002
Santa Ynez CDP,May,2020-05-01,2020,May,1800,300,0.138
Santa Ynez CDP,June,2020-06-01,2020,June,1900,300,0.12300000000000001
Santa Ynez CDP,July,2020-07-01,2020,July,1900,200,0.11
Santa Ynez CDP,August,2020-08-01,2020,August,1900,200,0.08199999999999999
Santa Ynez CDP,September,2020-09-01,2020,September,2000,200,0.079
Santee city,March,2020-03-01,2020,March,27900,1200,0.040999999999999995
Santee city,April,2020-04-01,2020,April,24400,4000,0.141
Santee city,May,2020-05-01,2020,May,24300,4000,0.14
Santee city,June,2020-06-01,2020,June,25300,3500,0.121
Santee city,July,2020-07-01,2020,July,25500,3100,0.10800000000000001
Santee city,August,2020-08-01,2020,August,26000,2300,0.08
Santee city,September,2020-09-01,2020,September,26300,2200,0.076
Saratoga city,March,2020-03-01,2020,March,14200,500,0.034
Saratoga city,April,2020-04-01,2020,April,12700,1000,0.07
Saratoga city,May,2020-05-01,2020,May,12700,900,0.066
Saratoga city,June,2020-06-01,2020,June,13100,1000,0.068
Saratoga city,July,2020-07-01,2020,July,13200,900,0.063
Saratoga city,August,2020-08-01,2020,August,13400,700,0.047
Saratoga city,September,2020-09-01,2020,September,13400,700,0.046
Sausalito city,March,2020-03-01,2020,March,4200,100,0.032
Sausalito city,April,2020-04-01,2020,April,3600,500,0.114
Sausalito city,May,2020-05-01,2020,May,3600,400,0.107
Sausalito city,June,2020-06-01,2020,June,3800,400,0.102
Sausalito city,July,2020-07-01,2020,July,3900,400,0.091
Sausalito city,August,2020-08-01,2020,August,3900,300,0.068
Sausalito city,September,2020-09-01,2020,September,4000,300,0.066
Scotts Valley city,March,2020-03-01,2020,March,5700,300,0.047
Scotts Valley city,April,2020-04-01,2020,April,4900,600,0.10300000000000001
Scotts Valley city,May,2020-05-01,2020,May,4900,500,0.087
Scotts Valley city,June,2020-06-01,2020,June,5000,400,0.078
Scotts Valley city,July,2020-07-01,2020,July,5100,400,0.067
Scotts Valley city,August,2020-08-01,2020,August,5100,300,0.05
Scotts Valley city,September,2020-09-01,2020,September,5100,300,0.047
Seal Beach city,March,2020-03-01,2020,March,9400,400,0.04
Seal Beach city,April,2020-04-01,2020,April,8200,1200,0.131
Seal Beach city,May,2020-05-01,2020,May,8100,1200,0.129
Seal Beach city,June,2020-06-01,2020,June,8500,1200,0.125
Seal Beach city,July,2020-07-01,2020,July,8600,1100,0.11199999999999999
Seal Beach city,August,2020-08-01,2020,August,8600,800,0.086
Seal Beach city,September,2020-09-01,2020,September,8800,800,0.083
Searles Valley CDP,March,2020-03-01,2020,March,600,100,0.09300000000000001
Searles Valley CDP,April,2020-04-01,2020,April,500,200,0.23399999999999999
Searles Valley CDP,May,2020-05-01,2020,May,500,200,0.24
Searles Valley CDP,June,2020-06-01,2020,June,500,200,0.237
Searles Valley CDP,July,2020-07-01,2020,July,500,200,0.22699999999999998
Searles Valley CDP,August,2020-08-01,2020,August,500,100,0.182
Searles Valley CDP,September,2020-09-01,2020,September,500,100,0.182
Seaside city,March,2020-03-01,2020,March,15700,600,0.034
Seaside city,April,2020-04-01,2020,April,13100,3300,0.2
Seaside city,May,2020-05-01,2020,May,13600,3300,0.195
Seaside city,June,2020-06-01,2020,June,14200,3100,0.177
Seaside city,July,2020-07-01,2020,July,14300,2500,0.15
Seaside city,August,2020-08-01,2020,August,14500,1800,0.113
Seaside city,September,2020-09-01,2020,September,14500,1800,0.11199999999999999
Sebastopol city,March,2020-03-01,2020,March,3800,300,0.065
Sebastopol city,April,2020-04-01,2020,April,3200,1000,0.233
Sebastopol city,May,2020-05-01,2020,May,3300,900,0.21100000000000002
Sebastopol city,June,2020-06-01,2020,June,3400,800,0.191
Sebastopol city,July,2020-07-01,2020,July,3500,700,0.166
Sebastopol city,August,2020-08-01,2020,August,3500,500,0.127
Sebastopol city,September,2020-09-01,2020,September,3500,500,0.122
Selma city,March,2020-03-01,2020,March,10100,900,0.083
Selma city,April,2020-04-01,2020,April,9300,1400,0.129
Selma city,May,2020-05-01,2020,May,9300,1300,0.11800000000000001
Selma city,June,2020-06-01,2020,June,9500,1200,0.11
Selma city,July,2020-07-01,2020,July,9600,1100,0.102
Selma city,August,2020-08-01,2020,August,9800,800,0.078
Selma city,September,2020-09-01,2020,September,9800,800,0.078
Shafter city,March,2020-03-01,2020,March,6500,1300,0.16699999999999998
Shafter city,April,2020-04-01,2020,April,5700,1900,0.251
Shafter city,May,2020-05-01,2020,May,5700,1800,0.243
Shafter city,June,2020-06-01,2020,June,5800,1800,0.23600000000000002
Shafter city,July,2020-07-01,2020,July,5800,1700,0.223
Shafter city,August,2020-08-01,2020,August,6100,1200,0.171
Shafter city,September,2020-09-01,2020,September,6100,1200,0.171
Shandon CDP,March,2020-03-01,2020,March,600,0,0.044000000000000004
Shandon CDP,April,2020-04-01,2020,April,500,100,0.161
Shandon CDP,May,2020-05-01,2020,May,500,100,0.14800000000000002
Shandon CDP,June,2020-06-01,2020,June,500,100,0.132
Shandon CDP,July,2020-07-01,2020,July,500,100,0.11599999999999999
Shandon CDP,August,2020-08-01,2020,August,500,100,0.08800000000000001
Shandon CDP,September,2020-09-01,2020,September,500,0,0.084
Shasta County,March,2020-03-01,2020,March,68400,5100,0.069
Shasta County,April,2020-04-01,2020,April,60900,11200,0.156
Shasta County,May,2020-05-01,2020,May,61800,9200,0.13
Shasta County,June,2020-06-01,2020,June,64400,8300,0.115
Shasta County,July,2020-07-01,2020,July,64800,7500,0.10400000000000001
Shasta County,August,2020-08-01,2020,August,66600,5700,0.079
Shasta County,September,2020-09-01,2020,September,66900,5700,0.078
Shasta Lake city,March,2020-03-01,2020,March,4000,400,0.083
Shasta Lake city,April,2020-04-01,2020,April,3600,800,0.183
Shasta Lake city,May,2020-05-01,2020,May,3600,700,0.154
Shasta Lake city,June,2020-06-01,2020,June,3800,600,0.136
Shasta Lake city,July,2020-07-01,2020,July,3800,500,0.124
Shasta Lake city,August,2020-08-01,2020,August,3900,400,0.094
Shasta Lake city,September,2020-09-01,2020,September,3900,400,0.094
Shaver Lake CDP,March,2020-03-01,2020,March,300,0,0.013999999999999999
Shaver Lake CDP,April,2020-04-01,2020,April,300,0,0.023
Shaver Lake CDP,May,2020-05-01,2020,May,300,0,0.019
Shaver Lake CDP,June,2020-06-01,2020,June,300,0,0.019
Shaver Lake CDP,July,2020-07-01,2020,July,300,0,0.015
Shaver Lake CDP,August,2020-08-01,2020,August,300,0,0.011000000000000001
Shaver Lake CDP,September,2020-09-01,2020,September,300,0,0.011000000000000001
Shingle Springs CDP,March,2020-03-01,2020,March,1900,0,0.011000000000000001
Shingle Springs CDP,April,2020-04-01,2020,April,1600,100,0.04
Shingle Springs CDP,May,2020-05-01,2020,May,1600,100,0.039
Shingle Springs CDP,June,2020-06-01,2020,June,1700,100,0.033
Shingle Springs CDP,July,2020-07-01,2020,July,1700,0,0.026000000000000002
Shingle Springs CDP,August,2020-08-01,2020,August,1700,0,0.019
Shingle Springs CDP,September,2020-09-01,2020,September,1700,0,0.019
Shingletown CDP,March,2020-03-01,2020,March,700,100,0.09
Shingletown CDP,April,2020-04-01,2020,April,600,100,0.19899999999999998
Shingletown CDP,May,2020-05-01,2020,May,600,100,0.166
Shingletown CDP,June,2020-06-01,2020,June,600,100,0.14800000000000002
Shingletown CDP,July,2020-07-01,2020,July,600,100,0.135
Shingletown CDP,August,2020-08-01,2020,August,600,100,0.10300000000000001
Shingletown CDP,September,2020-09-01,2020,September,700,100,0.102
Shoshone CDP,March,2020-03-01,2020,March,10,0,0.0
Shoshone CDP,April,2020-04-01,2020,April,10,0,0.0
Shoshone CDP,May,2020-05-01,2020,May,10,0,0.0
Shoshone CDP,June,2020-06-01,2020,June,10,0,0.0
Shoshone CDP,July,2020-07-01,2020,July,10,0,0.0
Shoshone CDP,August,2020-08-01,2020,August,10,0,0.0
Shoshone CDP,September,2020-09-01,2020,September,10,0,0.0
Sierra County,March,2020-03-01,2020,March,1190,110,0.086
Sierra County,April,2020-04-01,2020,April,1010,170,0.146
Sierra County,May,2020-05-01,2020,May,1000,140,0.125
Sierra County,June,2020-06-01,2020,June,1050,130,0.113
Sierra County,July,2020-07-01,2020,July,1100,110,0.094
Sierra County,August,2020-08-01,2020,August,1120,90,0.073
Sierra County,September,2020-09-01,2020,September,1170,80,0.067
Sierra Madre city,March,2020-03-01,2020,March,5200,400,0.066
Sierra Madre city,April,2020-04-01,2020,April,4200,1100,0.205
Sierra Madre city,May,2020-05-01,2020,May,4100,1100,0.209
Sierra Madre city,June,2020-06-01,2020,June,4400,1100,0.19699999999999998
Sierra Madre city,July,2020-07-01,2020,July,4500,1000,0.18600000000000003
Sierra Madre city,August,2020-08-01,2020,August,4500,900,0.16899999999999998
Sierra Madre city,September,2020-09-01,2020,September,4600,800,0.152
Signal Hill city,March,2020-03-01,2020,March,5900,400,0.061
Signal Hill city,April,2020-04-01,2020,April,4800,1100,0.191
Signal Hill city,May,2020-05-01,2020,May,4700,1100,0.195
Signal Hill city,June,2020-06-01,2020,June,5000,1100,0.184
Signal Hill city,July,2020-07-01,2020,July,5100,1100,0.17300000000000001
Signal Hill city,August,2020-08-01,2020,August,5200,1000,0.157
Signal Hill city,September,2020-09-01,2020,September,5300,900,0.141
Simi Valley city,March,2020-03-01,2020,March,64500,2700,0.039
Simi Valley city,April,2020-04-01,2020,April,57000,9200,0.139
Simi Valley city,May,2020-05-01,2020,May,56200,9300,0.142
Simi Valley city,June,2020-06-01,2020,June,57900,8800,0.132
Simi Valley city,July,2020-07-01,2020,July,58700,7900,0.11800000000000001
Simi Valley city,August,2020-08-01,2020,August,59300,5800,0.09
Simi Valley city,September,2020-09-01,2020,September,59900,5500,0.085
Siskiyou County,March,2020-03-01,2020,March,14860,1760,0.106
Siskiyou County,April,2020-04-01,2020,April,13940,2590,0.157
Siskiyou County,May,2020-05-01,2020,May,13690,2130,0.135
Siskiyou County,June,2020-06-01,2020,June,14230,2020,0.124
Siskiyou County,July,2020-07-01,2020,July,14400,1820,0.11199999999999999
Siskiyou County,August,2020-08-01,2020,August,14340,1370,0.087
Siskiyou County,September,2020-09-01,2020,September,14570,1350,0.085
Solana Beach city,March,2020-03-01,2020,March,6700,200,0.022000000000000002
Solana Beach city,April,2020-04-01,2020,April,5800,500,0.085
Solana Beach city,May,2020-05-01,2020,May,5800,500,0.086
Solana Beach city,June,2020-06-01,2020,June,6000,500,0.078
Solana Beach city,July,2020-07-01,2020,July,6100,500,0.07
Solana Beach city,August,2020-08-01,2020,August,6200,300,0.052000000000000005
Solana Beach city,September,2020-09-01,2020,September,6300,300,0.05
Solano County,March,2020-03-01,2020,March,198400,10600,0.051
Solano County,April,2020-04-01,2020,April,171100,30400,0.151
Solano County,May,2020-05-01,2020,May,171200,28800,0.14400000000000002
Solano County,June,2020-06-01,2020,June,176100,27600,0.136
Solano County,July,2020-07-01,2020,July,177400,25400,0.125
Solano County,August,2020-08-01,2020,August,181100,19800,0.098
Solano County,September,2020-09-01,2020,September,182900,19700,0.09699999999999999
Soledad city,March,2020-03-01,2020,March,6800,1600,0.18899999999999997
Soledad city,April,2020-04-01,2020,April,5600,1700,0.228
Soledad city,May,2020-05-01,2020,May,5900,1200,0.165
Soledad city,June,2020-06-01,2020,June,6100,1100,0.147
Soledad city,July,2020-07-01,2020,July,6200,900,0.124
Soledad city,August,2020-08-01,2020,August,6200,600,0.092
Soledad city,September,2020-09-01,2020,September,6200,600,0.09300000000000001
Solvang city,March,2020-03-01,2020,March,2800,100,0.033
Solvang city,April,2020-04-01,2020,April,2600,200,0.084
Solvang city,May,2020-05-01,2020,May,2600,200,0.078
Solvang city,June,2020-06-01,2020,June,2700,200,0.069
Solvang city,July,2020-07-01,2020,July,2700,200,0.061
Solvang city,August,2020-08-01,2020,August,2700,100,0.045
Solvang city,September,2020-09-01,2020,September,2800,100,0.043
Sonoma County,March,2020-03-01,2020,March,247600,9500,0.037000000000000005
Sonoma County,April,2020-04-01,2020,April,212500,36100,0.145
Sonoma County,May,2020-05-01,2020,May,214900,32100,0.13
Sonoma County,June,2020-06-01,2020,June,222900,29400,0.11599999999999999
Sonoma County,July,2020-07-01,2020,July,227800,25200,0.1
Sonoma County,August,2020-08-01,2020,August,231900,18900,0.075
Sonoma County,September,2020-09-01,2020,September,232800,18100,0.07200000000000001
Sonoma city,March,2020-03-01,2020,March,5300,200,0.03
Sonoma city,April,2020-04-01,2020,April,4600,600,0.11900000000000001
Sonoma city,May,2020-05-01,2020,May,4600,600,0.106
Sonoma city,June,2020-06-01,2020,June,4800,500,0.095
Sonoma city,July,2020-07-01,2020,July,4900,400,0.081
Sonoma city,August,2020-08-01,2020,August,5000,300,0.061
Sonoma city,September,2020-09-01,2020,September,5000,300,0.059000000000000004
Sonora city,March,2020-03-01,2020,March,1800,120,0.063
Sonora city,April,2020-04-01,2020,April,1670,340,0.16699999999999998
Sonora city,May,2020-05-01,2020,May,1600,310,0.16
Sonora city,June,2020-06-01,2020,June,1620,260,0.139
Sonora city,July,2020-07-01,2020,July,1590,220,0.12300000000000001
Sonora city,August,2020-08-01,2020,August,1610,170,0.095
Sonora city,September,2020-09-01,2020,September,1610,160,0.092
Soquel CDP,March,2020-03-01,2020,March,5400,400,0.064
Soquel CDP,April,2020-04-01,2020,April,4600,700,0.138
Soquel CDP,May,2020-05-01,2020,May,4600,600,0.11699999999999999
Soquel CDP,June,2020-06-01,2020,June,4700,600,0.105
Soquel CDP,July,2020-07-01,2020,July,4800,500,0.09
Soquel CDP,August,2020-08-01,2020,August,4800,400,0.067
Soquel CDP,September,2020-09-01,2020,September,4900,300,0.064
Soulsbyville CDP,March,2020-03-01,2020,March,1040,70,0.06
Soulsbyville CDP,April,2020-04-01,2020,April,960,190,0.161
Soulsbyville CDP,May,2020-05-01,2020,May,920,170,0.155
Soulsbyville CDP,June,2020-06-01,2020,June,930,140,0.134
Soulsbyville CDP,July,2020-07-01,2020,July,910,120,0.11900000000000001
Soulsbyville CDP,August,2020-08-01,2020,August,930,90,0.091
Soulsbyville CDP,September,2020-09-01,2020,September,930,90,0.08900000000000001
South Dos Palos CDP,March,2020-03-01,2020,March,600,200,0.258
South Dos Palos CDP,April,2020-04-01,2020,April,600,300,0.34600000000000003
South Dos Palos CDP,May,2020-05-01,2020,May,600,300,0.31
South Dos Palos CDP,June,2020-06-01,2020,June,600,200,0.297
South Dos Palos CDP,July,2020-07-01,2020,July,600,200,0.278
South Dos Palos CDP,August,2020-08-01,2020,August,600,200,0.21600000000000003
South Dos Palos CDP,September,2020-09-01,2020,September,600,200,0.213
South El Monte city,March,2020-03-01,2020,March,8600,600,0.064
South El Monte city,April,2020-04-01,2020,April,7000,1700,0.19899999999999998
South El Monte city,May,2020-05-01,2020,May,6900,1700,0.203
South El Monte city,June,2020-06-01,2020,June,7300,1700,0.191
South El Monte city,July,2020-07-01,2020,July,7400,1600,0.18
South El Monte city,August,2020-08-01,2020,August,7600,1500,0.163
South El Monte city,September,2020-09-01,2020,September,7700,1300,0.147
South Gate city,March,2020-03-01,2020,March,38900,3000,0.071
South Gate city,April,2020-04-01,2020,April,31600,8700,0.217
South Gate city,May,2020-05-01,2020,May,31100,8600,0.217
South Gate city,June,2020-06-01,2020,June,33000,8300,0.2
South Gate city,July,2020-07-01,2020,July,33700,7900,0.191
South Gate city,August,2020-08-01,2020,August,34200,7300,0.17600000000000002
South Gate city,September,2020-09-01,2020,September,35000,6600,0.159
South Lake Tahoe city,March,2020-03-01,2020,March,12000,700,0.053
South Lake Tahoe city,April,2020-04-01,2020,April,10500,2100,0.17
South Lake Tahoe city,May,2020-05-01,2020,May,10600,2100,0.168
South Lake Tahoe city,June,2020-06-01,2020,June,10900,1800,0.14300000000000002
South Lake Tahoe city,July,2020-07-01,2020,July,11000,1400,0.11599999999999999
South Lake Tahoe city,August,2020-08-01,2020,August,11200,1100,0.086
South Lake Tahoe city,September,2020-09-01,2020,September,11300,1000,0.084
